iter	Logloss
328	0.09094779788
329	0.09093349777
330	0.09092018114
331	0.09088820404
332	0.09086804268
333	0.09084943433
334	0.0906249822
335	0.09060038618
336	0.09058339169
337	0.09055911724
338	0.09054042705
339	0.09048483174
340	0.09046663489
341	0.09045080079
342	0.0902894215
343	0.09027866089
344	0.09026021137
345	0.09024269332
346	0.09022213376
347	0.09018256999
348	0.09016548903
349	0.09014855248
350	0.09013834995
351	0.09010669043
352	0.09004661955
353	0.09003184949
354	0.08999752117
355	0.08996025433
356	0.08994253129
357	0.0899192274
358	0.08973973061
359	0.08972026443
360	0.0896944888
361	0.08967559217
362	0.08965971808
363	0.08964725622
364	0.08961129677
365	0.08958238462
366	0.08945243171
367	0.08942054391
368	0.08940989095
369	0.08939348895
370	0.08934257109
371	0.08931911089
372	0.08930275812
373	0.08929189819
374	0.08927939326
375	0.08926081033
376	0.08924363714
377	0.08922362502
378	0.08919950271
379	0.08919096483
380	0.08916886047
381	0.08914088521
382	0.08884881706
383	0.08880597265
384	0.08878934757
385	0.08876497079
386	0.08874549886
387	0.08871801069
388	0.08869343838
389	0.08868002873
390	0.08864321048
391	0.08862540079
392	0.08861172423
393	0.0886004604
394	0.08859130614
395	0.08857924032
396	0.08856626222
397	0.0885351469
398	0.08852325075
399	0.08849147195
400	0.08847864781
401	0.08826929774
402	0.08823994202
403	0.08819007618
404	0.08814435541
405	0.08813372904
406	0.08811636396
407	0.0881030397
408	0.0880764589
409	0.08805401431
410	0.08802924248
411	0.0876092214
412	0.08757764166
413	0.08755789504
414	0.08745447333
415	0.08741403273
416	0.08736260928
417	0.08735256977
418	0.0873351457
419	0.08732724239
420	0.08731271388
421	0.08730435593
422	0.08727782443
423	0.08725676162
424	0.08723549709
425	0.0871952106
426	0.08714771971
427	0.08712752686
428	0.0871191215
429	0.08709592622
430	0.08708004425
431	0.08692191331
432	0.086907418
433	0.08688457246
434	0.08674269584
435	0.08673121677
436	0.08671843496
437	0.08666598978
438	0.08665251923
439	0.08659483635
440	0.08658182539
441	0.08656657129
442	0.08655235405
443	0.08653522908
444	0.08652246696
445	0.08650620481
446	0.08647524765
447	0.08643543073
448	0.08641478351
449	0.08639685008
450	0.08638039287
451	0.08635829918
452	0.08635215815
453	0.08634230902
454	0.08632937186
455	0.08631848361
456	0.08629768944
457	0.08627196957
458	0.08625095104
459	0.08618827072
460	0.08617337914
461	0.08614603641
462	0.08612492678
463	0.08610099066
464	0.08608282867
465	0.0860532884
466	0.08595957008
467	0.08594974098
468	0.08593919977
469	0.08591399619
470	0.08589883107
471	0.0858835342
472	0.08586992997
473	0.08584971758
474	0.08584106501
475	0.08581217764
476	0.08579967512
477	0.0857124942
478	0.08570188896
479	0.0856804353
480	0.08566977734
481	0.08566259729
482	0.08564950811
483	0.08563303409
484	0.08560577984
485	0.08559349097
486	0.08557791697
487	0.08556698526
488	0.08555022421
489	0.08554501213
490	0.0855316932
491	0.08551005437
492	0.08547568962
493	0.08516664258
494	0.08512798216
495	0.08511841258
496	0.08510345502
497	0.08508874084
498	0.08506223026
499	0.08503787096
500	0.0850242657
501	0.08501046497
502	0.08499528744
503	0.08498262484
504	0.08492421277
505	0.08488474433
506	0.08478060301
507	0.08455945046
508	0.08447153645
509	0.08446386476
510	0.08443167187
511	0.08442218012
512	0.08441301731
513	0.08440332311
514	0.08438483772
515	0.08437242276
516	0.0843547038
517	0.08434409316
518	0.08432598375
519	0.08430861829
520	0.08429374058
521	0.08427885127
522	0.08426793495
523	0.08426297859
524	0.08422846167
525	0.08421088346
526	0.08414755203
527	0.08412113218
528	0.08410642364
529	0.08410054757
530	0.08408664431
531	0.08404130899
532	0.08403316717
533	0.08399316089
534	0.08385820659
535	0.08385222017
536	0.08382950779
537	0.08381667845
538	0.08380622268
539	0.08379567056
540	0.08377549524
541	0.08376583194
542	0.08375641708
543	0.08365328066
544	0.08364584989
545	0.08364111591
546	0.08363090508
547	0.08362614943
548	0.0836136508
549	0.08360727766
550	0.08358448403
551	0.08357076773
552	0.0835522246
553	0.08353000155
554	0.08352257774
555	0.08351471235
556	0.08350051131
557	0.08349293235
558	0.08348715611
559	0.08336677832
560	0.08332866538
561	0.08328249777
562	0.0832646686
563	0.08325535639
564	0.08324558604
565	0.08323935689
566	0.08321568398
567	0.08320920227
568	0.08320290667
569	0.08313945231
570	0.08313391452
571	0.08311489335
572	0.08310760694
573	0.08310121738
574	0.08309112032
575	0.08307504727
576	0.08306480353
577	0.08305196
578	0.08302026935
579	0.08300256812
580	0.08298304016
581	0.08296816839
582	0.08295710388
583	0.08294793305
584	0.08294180626
585	0.08293249322
586	0.08292435415
587	0.08291516028
588	0.08290418511
589	0.08275858388
590	0.08274256589
591	0.08273377051
592	0.08271950255
593	0.08271270896
594	0.08270340528
595	0.08267560872
596	0.08266881754
597	0.08265361447
598	0.08263988734
599	0.08262514131
600	0.08262070197
601	0.08261580264
602	0.08261085655
603	0.08260367132
604	0.08259833225
605	0.08251917008
606	0.08251159134
607	0.08249747279
608	0.08248790805
609	0.08248419549
610	0.08247641607
611	0.08244325817
612	0.08243849338
613	0.08242983728
614	0.08241860529
615	0.08239694316
616	0.0823886925
617	0.08238298564
618	0.08237652611
619	0.08236871246
620	0.08236324738
621	0.08235570657
622	0.08234715377
623	0.08233974757
624	0.08232980588
625	0.08231527642
626	0.08230717909
627	0.08230109641
628	0.08230107845
629	0.08226760685
630	0.08226025144
631	0.08225253618
632	0.08224363669
633	0.08223754219
634	0.08222680958
635	0.08221610857
636	0.08220671825
637	0.0822018711
638	0.08217943799
639	0.08217572682
640	0.08216712187
641	0.08216335318
642	0.08215590316
643	0.08215070703
644	0.08214405479
645	0.08213817176
646	0.08213532837
647	0.08212576356
648	0.08211038018
649	0.08210474916
650	0.08207833327
651	0.08205162612
652	0.08204938601
653	0.08203513593
654	0.08203512454
655	0.08202956195
656	0.08202874483
657	0.08201599393
658	0.08201118869
659	0.08199719037
660	0.08198941308
661	0.08198941594
662	0.08197543027
663	0.08196523162
664	0.08196523162
665	0.08196523044
666	0.08196071182
667	0.08195372542
668	0.08194647436
669	0.08194059055
670	0.0819405935
671	0.0819156929
672	0.08190814255
673	0.08188763272
674	0.08188112967
675	0.08187387722
676	0.08187387929
677	0.08186396471
678	0.08183821488
679	0.08183007497
680	0.08182428818
681	0.0818206214
682	0.0818206243
683	0.08181445591
684	0.08180603059
685	0.08180157975
686	0.08180157885
687	0.08179435107
688	0.0817904448
689	0.08179043257
690	0.08178691101
691	0.08178690992
692	0.0817868958
693	0.08178690594
694	0.08177994186
695	0.08175446207
696	0.08175014311
697	0.08175012472
698	0.08175011579
699	0.08174414332
700	0.08174211901
701	0.0817421148
702	0.08172545916
703	0.08172063248
704	0.08172063183
705	0.08171373811
706	0.08171373042
707	0.08171370875
708	0.08170693541
709	0.081696286
710	0.08169084246
711	0.0816872019
712	0.0816807185
713	0.08168070721
714	0.08167351419
715	0.08166703529
716	0.0816670343
717	0.08166082038
718	0.08164968778
719	0.08164968092
720	0.08164165735
721	0.08161720249
722	0.08160801452
723	0.08159824632
724	0.08157898328
725	0.08156718803
726	0.08156062507
727	0.0815409278
728	0.08152776564
729	0.08150351989
730	0.08148076875
731	0.08147435593
732	0.08147272405
733	0.08146513456
734	0.0814561201
735	0.08145611237
736	0.08145608842
737	0.0814486023
738	0.0814299193
739	0.08142286682
740	0.08141424854
741	0.08140652584
742	0.08140652193
743	0.0813968182
744	0.08139082694
745	0.08139082648
746	0.08139083509
747	0.08138329159
748	0.08138328828
749	0.08137607838
750	0.08136951152
751	0.08136297267
752	0.08135077679
753	0.08134128053
754	0.0813412498
755	0.08133259904
756	0.08131987777
757	0.08131067694
758	0.08130526846
759	0.08128174392
760	0.0812739201
761	0.08126786686
762	0.08125874103
763	0.08125259579
764	0.08122986899
765	0.0812229161
766	0.08119490827
767	0.08119490827
768	0.08119490973
769	0.08119263816
770	0.08118619558
771	0.08117910575
772	0.08116702622
773	0.08115736619
774	0.08115079414
775	0.08114329548
776	0.08113409078
777	0.08113409119
778	0.08113407273
779	0.08112591025
780	0.08111613701
781	0.08110454096
782	0.08110075145
783	0.08109676032
784	0.08108914885
785	0.08108913445
786	0.08108533637
787	0.08107801899
788	0.08107797471
789	0.0810779742
790	0.08107796695
791	0.08107796858
792	0.08107794587
793	0.08107795305
794	0.08107482812
795	0.08107481189
796	0.08107481527
797	0.08106908502
798	0.08106204535
799	0.08106203197
800	0.08105285734
801	0.08102787555
802	0.08102787459
803	0.08101940947
804	0.08101607662
805	0.08101606644
806	0.08101037111
807	0.08101036234
808	0.0810054606
809	0.08100546671
810	0.08100546724
811	0.08100546294
812	0.0809959813
813	0.08099139115
814	0.08098623975
815	0.08098622953
816	0.08098329829
817	0.08097513155
818	0.08096834883
819	0.08096832032
820	0.08096830856
821	0.08096830243
822	0.08096301059
823	0.08096045544
824	0.0809492659
825	0.08094044424
826	0.08093142321
827	0.08093140445
828	0.08093140368
829	0.08093141071
830	0.08090980109
831	0.08090100655
832	0.08089314325
833	0.08088321289
834	0.08087598881
835	0.08087598015
836	0.08087598015
837	0.08087180747
838	0.08087180439
839	0.08087179483
840	0.08086002829
841	0.08085489572
842	0.08085489572
843	0.08084726571
844	0.08083882814
845	0.08081860433
846	0.08081859635
847	0.08081261046
848	0.08080591306
849	0.08080591306
850	0.08080156927
851	0.08080156178
852	0.08079328257
853	0.08079328836
854	0.08078553691
855	0.08076239393
856	0.08075508384
857	0.08074593067
858	0.0807459308
859	0.08074590191
860	0.08073809624
861	0.08073810046
862	0.08073032763
863	0.08072480421
864	0.0807191137
865	0.080719112
866	0.08071170095
867	0.08070377723
868	0.08070375171
869	0.08070374286
870	0.08070373492
871	0.08067221071
872	0.08066181553
873	0.08066180635
874	0.08065494543
875	0.0806549285
876	0.08064389453
877	0.08061620293
878	0.08060981812
879	0.0806013662
880	0.08057817498
881	0.08057181851
882	0.0805718172
883	0.08035421706
884	0.0803468464
885	0.0803427124
886	0.08032370129
887	0.08030221981
888	0.0802966819
889	0.08029667984
890	0.08028987741
891	0.08028987507
892	0.08028987978
893	0.08028329793
894	0.08027820116
895	0.08027093106
896	0.08026474815
897	0.08026271083
898	0.08026270273
899	0.08025498139
900	0.080248937
901	0.08024356477
902	0.0802435659
903	0.08022296251
904	0.08021794768
905	0.0802179391
906	0.0802179386
907	0.08021459039
908	0.08020835411
909	0.0801998737
910	0.08019392003
911	0.08019391749
912	0.08018773974
913	0.08017967664
914	0.08017966191
915	0.08017483865
916	0.08016402118
917	0.08015305041
918	0.08014330562
919	0.08013363423
920	0.08012537371
921	0.08011961187
922	0.08011959916
923	0.08011270154
924	0.0801127047
925	0.08010466134
926	0.08010467179
927	0.08010466478
928	0.08009733738
929	0.08009733497
930	0.08008322824
931	0.08007813029
932	0.08007813269
933	0.08007098993
934	0.08006530728
935	0.08005998148
936	0.08005324266
937	0.08005324747
938	0.08004904472
939	0.08004904061
940	0.0800490483
941	0.08003873912
942	0.08003873416
943	0.08002838064
944	0.07998136843
945	0.07998136508
946	0.07983991558
947	0.07983681804
948	0.07983681683
949	0.07983681777
950	0.07983680519
951	0.07983680618
952	0.0798274307
953	0.07971262194
954	0.07970927238
955	0.07970556626
956	0.07970556559
957	0.07969857572
958	0.07969650567
959	0.07969047748
960	0.07969047748
961	0.07969045141
962	0.07950416455
963	0.07950050251
964	0.07949498274
965	0.07949496399
966	0.07948891908
967	0.07947998257
968	0.07946985791
969	0.07945268445
970	0.07945266047
971	0.07945066995
972	0.07942733273
973	0.07942158828
974	0.07942023896
975	0.07941370385
976	0.07941068052
977	0.07940550502
978	0.07940550666
979	0.07940017036
980	0.07940018002
981	0.07939649173
982	0.07938892955
983	0.07938890339
984	0.07938208199
985	0.07936466556
986	0.0793607025
987	0.07935575572
988	0.0793557559
989	0.07935198533
990	0.07935198631
991	0.07935197891
992	0.0793519708
993	0.07934161424
994	0.07932553211
995	0.07932553786
996	0.07932211697
997	0.07931588137
998	0.07931042159
999	0.07930439057
